name,address,subway_distance,call,price,url,note,visitor_review,blog_review,area,subway,star,orginized_price
괜찮은 스터디룸,서울 동작구 만양로18길 19 지하1층,노량진역 3번출구에서 342m,0507-1399-7419,1인-4인(1인당 30분)500원5-10인(1인당 30시간)500~700원,URL정보 없음,"단체 이용 가능, 예약, 무선 인터넷",방문자 리뷰 70,블로그 리뷰 2,동작구,노량진역,,"4인 - 1시간 1,000원, 5인 - 1시간 1,000원~1,400원, 10인 - 1시간 1,000원~1,400원"
컨센터블 스터디룸&카페 수림당,서울 동작구 만양로14사길 1,노들역 1번출구에서 469m,번호정보 없음,"좌석 무료체험 7시간무료[오픈 50% 할인] 1시간 연속750원[오픈 50% 할인] 3시간 연속1,500원[오픈 50% 할인] 6시간 연속2,500원[오픈 50% 할인] 12시간 연속4,500원[오픈 50% 할인] 50시간권24,500원[오픈 50% 할인] 100시간권44,500원[오픈 50% 할인] 400시간권84,500원[오픈 50% 할인] 일 3시간 4주19,500원[오픈 50% 할인]일 12시간 1주24,500원",https://concentable.notion.site/149810b868c3805f81afcaaaf57a5783?pvs=4,"단체 이용 가능, 예약, 무선 인터넷, 남/녀 화장실 구분, 노키즈존",방문자 리뷰 76,블로그 리뷰 1,동작구,노들역,,"좌석 - 1시간 750원, 3시간 1,500원, 6시간 2,500원, 12시간 4,500원"
특별 스터디카페 & 스터디룸,"서울 동작구 노량진로 206 백명트렌디타워 6층, 7층",노들역 1번출구에서 316m,0507-1349-2060,"[7층] 당일권-2시간3,000원[7층] 당일권-4시간5,000원[7층] 당일권-6시간7,000원[7층] 당일권-9시간9,000원[7층] 당일권-12시간11,000원[7층] 시간권-50시간60,000원[7층] 시간권-100시간110,000원[7층] 기간권-1주(7일)50,000원[7층] 기간권-2주(14일)80,000원[7층] 기간권-4주(28일)140,000원",https://blog.naver.com/allinpass2060,"예약, 단체 이용 가능, 남/녀 화장실 구분, 무선 인터넷, 주차, 포장",방문자 리뷰 71,블로그 리뷰 57,동작구,노들역,별점 4.82,"7층 - 2시간 3,000원, 7층 - 4시간 5,000원, 7층 - 6시간 7,000원, 7층 - 9시간 9,000원, 7층 - 12시간 11,000원"
레인보우룸 회의실 스터디룸,서울 영등포구 여의대방로69길 7 충무빌딩 9층,샛강역 2번출구에서 361m,0507-1372-6511,"1인 1시간2,500원",URL정보 없음,"단체 이용 가능, 예약, 무선 인터넷, 남/녀 화장실 구분",방문자 리뷰 39,블로그 리뷰 3,영등포구,샛강역,,"1인 - 1시간 2,500원"
이룸 스터디룸 회의실 여의도점,서울 영등포구 여의대방로65길 10,샛강역 2번출구에서 264m,0507-1387-5399,"1인 1시간당2,500원",https://thisroom.imweb.me/22,"단체 이용 가능, 예약, 무선 인터넷, 주차",,블로그 리뷰 5,영등포구,샛강역,,"1인 - 1시간 2,500원, 2시간 5,000원, 4시간 10,000원, 6시간 15,000원"
더탑 스터디룸회의실,서울 영등포구 여의대방로65길 10 여의도 유니온타워 406호,샛강역 2번출구에서 272m,번호정보 없음,"1~4인10,000원5~6인15,000원7인~10인경우 1시간 1인2,500원",https://blog.naver.com/thetopstudycafe,단체 이용 가능,방문자 리뷰 1,블로그 리뷰 7,영등포구,샛강역,,"4인실 - 1시간 10,000원, 5인실 - 1시간 15,000원, 6인실 - 1시간 15,000원, 7인실 - 1시간 2,500원, 8인실 - 1시간 2,500원, 9인실 - 1시간 2,500원, 10인실 - 1시간 2,500원"
조이스터디룸,서울 동작구 만양로18길 15 2층,노량진역 3번출구에서 300m,번호정보 없음,가격정보 없음,URL정보 없음,비고 없음,,블로그 리뷰 4,동작구,노량진역,,가격정보 없음
더탑스터디룸,서울 영등포구 의사당대로1길 25 여의도 하남빌딩 2층 221호,샛강역 2번출구에서 364m,번호정보 없음,"1~4인 1시간10,000원5인 1시간12,500원6인 1시간15,000원10인 이상 1시간25,000원현금가 따로 문의2,000원",https://blog.naver.com/thetopstudycafe,"단체 이용 가능, 예약, 무선 인터넷, 남/녀 화장실 구분",방문자 리뷰 19,블로그 리뷰 22,영등포구,샛강역,별점 4.5,"1~4인 - 1시간 10,000원, 5인 - 1시간 12,500원, 6인 - 1시간 15,000원, 10인 이상 - 1시간 25,000원, 현금가 - 2,000원"
랭스터디카페 노량진점,"서울 동작구 노량진로 159 2층, 3층, 4층 랭스터디카페 노량진점",노량진역 2번출구에서 115m,0507-1484-0115,"200시간권200,000원150시간150,000원100시간권100,000원50시간권55,000원아메리카노1,800원레모니카노/라이미카노3,300원자모니카노3,500원1시간권2,000원2시간권3,500원3시간권4,500원",http://langstudycafenrj.modoo.at,"단체 이용 가능, 무선 인터넷, 남/녀 화장실 구분",방문자 리뷰 450,블로그 리뷰 84,동작구,노량진역,별점 4.86,가격정보 없음
작심스터디카페 노량진3호점,서울 동작구 노량진로8길 55 2층,노량진역 6번출구에서 229m,0507-1482-0920,"4인 스터디룸ㅣ회의실(1시간)3,000원일일 이용권(2시간)4,000원일일 이용권(4시간)6,000원일일 이용권(8시간)8,000원일일 이용권(12시간)10,000원30시간 자유석 이용권(20일)40,000원50시간 자유석 이용권(30일)70,000원200시간 자유석 이용권(45일)100,000원200시간 자유석 이용권(90일)120,000원400시간 자유석 이용권(120일)160,000원",https://www.zaksim.co.kr/,"예약, 무선 인터넷",방문자 리뷰 178,블로그 리뷰 33,동작구,노량진역,별점 4.48,"4인실 - 1시간 3,000원, 4인실 - 2시간 4,000원, 4인실 - 4시간 6,000원, 4인실 - 8시간 8,000원, 4인실 - 12시간 10,000원"
더공간스터디카페 노량진2호점,서울 동작구 노량진로 144 3층 더공간스터디카페 노량진2호점,노량진역 3-1번 출구에서 21m,번호정보 없음,"프리미엄 정기권(고정)-할인쿠폰적용시220,000원정기권(4주권)-할인쿠폰적용시140,000원정기권(3주권)-할인쿠폰적용시110,000원정기권(2주권)-할인쿠폰적용시80,000원정기권(1주권)-할인쿠폰적용시50,000원시간권(200시간)-할인쿠폰적용시200,000원시간권(100시간)-할인쿠폰적용시110,000원시간권(50시간)-할인쿠폰적용시50,000원STUDY ROOM 1(2~4인)5,000원2시간권(음료무료제공)4,000원",http://thespace07.modoo.at,"단체 이용 가능, 예약, 무선 인터넷, 남/녀 화장실 구분",방문자 리뷰 160,블로그 리뷰 28,동작구,노량진역,별점 4.42,"2~4인 - 2시간 5,000원"
위넌스터디카페 노량진점,서울 동작구 노량진로 178 지하1층,노량진역 3번출구에서 310m,번호정보 없음,"신년맞이정액시간권50시간(30일)50,000원신년맞이정액시간권100시간(60일)70,000원신년맞이정액시간권200시간(90일)105,000원신년맞이4주권(사물함1달or2일)증정129,000원(Study Zone) 정기권 1주40,000원(Study Zone) 정기권 2주75,000원(Study Zone) 2시간3,500원(Study Zone) 4시간5,000원(Study Zone) 6시간6,500원(Study Zone) 8시간8,000원",http://winnen.co.kr,"무선 인터넷, 남/녀 화장실 구분",방문자 리뷰 80,블로그 리뷰 25,동작구,노량진역,별점 4.48,"Study Zone - 2시간 3,500원, Study Zone - 4시간 5,000원, Study Zone - 6시간 6,500원, Study Zone - 8시간 8,000원"
베어스터디카페,서울 동작구 만양로14사길 5 1F~B1,노들역 1번출구에서 522m,050-7879-9981,"4주권(할인상품)120,000원100시간권(할인상품)80,000원150시간권(할인상품)120,000원200시간권(할인상품)170,000원고정석(할인상품)140,000원",URL정보 없음,"무선 인터넷, 예약, 남/녀 화장실 구분",방문자 리뷰 13,블로그 리뷰 7,동작구,노들역,,가격정보 없음
썬스터디카페 대방점,서울 동작구 등용로 122 의당빌딩 4층,대방역 2번출구에서 529m,번호정보 없음,"일일시간권 2시간3,000원일일시간권 3시간4,000원일일시간권 4시간5,000원일일시간권 6시간7,000원일일시간권 9시간9,000원일일시간권 12시간10,000원50시간 충전권(유효기간 12주)55,000원100시간 충전권(유효기간 24주)100,000원200시간 충전권(유효기간 36주)180,000원일반석 1주 이용권(7일)40,000원",https://www.instagram.com/sunstudycafe,"단체 이용 가능, 예약, 무선 인터넷, 남/녀 화장실 구분",방문자 리뷰 108,블로그 리뷰 24,동작구,대방역,별점 4.69,가격정보 없음
르하임스터디카페 상도점,서울 동작구 장승배기로 98,장승배기역 6번출구에서 84m,번호정보 없음,"1회 시간권 (2시간)3,000원1회 시간권 (4시간)6,000원1회 시간권 (6시간)7,000원1회 시간권 (9시간)9,000원1회 시간권 (12시간)11,000원2주 기간권 (14일)90,000원4주 기간권 (28일)130,000원50시간 정액권70,000원100시간 정액권120,000원200시간 정액권220,000원",http://르하임.com,"단체 이용 가능, 무선 인터넷, 남/녀 화장실 구분",방문자 리뷰 78,블로그 리뷰 11,동작구,장승배기역,별점 4.95,가격정보 없음
르하임스터디카페 여의도점,서울 영등포구 여의대방로 375 8층,샛강역 2번출구에서 199m,번호정보 없음,"1회 시간권 (2시간)4,000원1회 시간권 (4시간)7,000원1회 시간권 (6시간)9,000원1회 시간권 (9시간)12,000원1회 시간권 (12시간)14,000원2주 기간권 (14일)100,000원4주 기간권 (28일)160,000원50시간 정액권(유효기간1년)90,000원100시간 정액권(유효기간1년)160,000원200시간 정액권(유효기간1년)300,000원",http://르하임.com,"단체 이용 가능, 무선 인터넷, 남/녀 화장실 구분, 예약, 주차",방문자 리뷰 208,블로그 리뷰 53,영등포구,샛강역,별점 4.78,가격정보 없음
잇츠리얼타임 독서실 스터디카페,서울 동작구 노량진로 140 메가스터디타워 5층,노량진역 3-1번 출구에서 105m,1588-4710,"자유석 30일270,000원지정석 30일290,000원일일권(07~24시)14,000원저녁권(18~24시)6,000원스터디룸(1인)1,000원",https://blog.naver.com/megacs12,"단체 이용 가능, 무선 인터넷, 남/녀 화장실 구분, 예약, 노키즈존",방문자 리뷰 1,블로그 리뷰 676,동작구,노량진역,별점 4.65,"1인 - 1시간 1,000원"
하우스터디 스터디카페 노량진센터,"서울 동작구 만양로14나길 15 B1층, 1층, 2층, 3층, 4층",노량진역 3번출구에서 431m,0507-1419-1922,가격정보 없음,URL정보 없음,"남/녀 화장실 구분, 무선 인터넷",방문자 리뷰 105,블로그 리뷰 14,동작구,노량진역,,가격정보 없음
더블에스 관리형 스터디카페 노량진점,서울 동작구 장승배기로30길 6-5 지하1층,노량진역 3-1번 출구에서 116m,0507-1353-6597,"스터디룸 (시간당)4,000원안마기 힐링존 (시간당)1,000원인쇄,복사,스캔 (종이, 칼라 무료)무료스타벅스 커피무료모닝빵무료",http://pf.kakao.com/_jBqPG/chat,"예약, 무선 인터넷, 남/녀 화장실 구분, 대기공간, 간편결제",방문자 리뷰 26,블로그 리뷰 11,동작구,노량진역,,"4인 - 1시간 4,000원, 안마기 힐링존 - 1시간 1,000원"
제일 스터디 카페,서울 동작구 노량진로14길 33,노량진역 3번출구에서 197m,02-823-1400,가격정보 없음,https://blog.naver.com/bomnalflocafe,"예약, 단체 이용 가능, 포장, 무선 인터넷, 남/녀 화장실 구분",방문자 리뷰 40,블로그 리뷰 6,동작구,노량진역,별점 4.47,가격정보 없음
초월스터디카페 상도점,서울 동작구 상도로 204 지하1층 초월스터디카페 상도점,장승배기역 1번출구에서 142m,번호정보 없음,"(당일권) 2시간3,000원(당일권) 4시간5,000원(당일권) 6시간6,000원(당일권) 9시간8,000원(당일권) 12시간10,000원(당일권) 연장 1시간2,000원(당일권) 연장 2시간3,000원(시간권) 50시간70,000원(시간권) 100시간120,000원(시간권) 150시간170,000원",https://chowolsd.modoo.at/,"단체 이용 가능, 남/녀 화장실 구분, 무선 인터넷, 주차",방문자 리뷰 7,블로그 리뷰 5,동작구,장승배기역,,가격정보 없음
올탑스터디카페 노량진점,"서울 동작구 장승배기로 170 3층, 4층",노량진역 4번출구에서 74m,0507-1480-3959,가격정보 없음,https://blog.naver.com/alltop_noryangjin,비고 없음,,블로그 리뷰 3,동작구,노량진역,,가격정보 없음
더탑스터디카페,서울 영등포구 국제금융로 78 3층 305호,샛강역 2번출구에서 547m,번호정보 없음,"1시간2,500원2시간4,000원4시간7,000원6시간9,000원10시간12,000원12시간14,000원50시간 정액제90,000원100시간 정액제150,000원4주 정기권160,000원",https://blog.naver.com/thetopstudycafe,비고 없음,방문자 리뷰 9,블로그 리뷰 29,영등포구,샛강역,,가격정보 없음
르하임스터디카페 석촌헬리오시티점,서울 송파구 가락로 94-8 4층,송파역 4번출구에서 574m,번호정보 없음,"1회 시간권 (2시간)3,000원1회 시간권 (4시간)5,000원1회 시간권 (6시간)6,000원1회 시간권 (9시간)8,000원1회 시간권 (12시간)10,000원2주 기간권 (14일)80,000원4주 기간권 (28일)140,000원8주 기간권 (56일)270,000원12주 기간권 (84일)390,000원50시간 정액권70,000원",https://blog.naver.com/songpa70,"단체 이용 가능, 무선 인터넷, 남/녀 화장실 구분, 예약, 주차",방문자 리뷰 156,블로그 리뷰 40,송파구,송파역,별점 4.96,가격정보 없음
이감24스터디카페,서울 송파구 송파대로 389,송파역 4번출구에서 351m,02-421-2111,"스터디룸 1시간(2-3인실)5,000원스터디룸 1시간(1-2인실)3,000원스터디룸 1시간(4-7인실)8,000원",https://blog.naver.com/chungdahm24,"단체 이용 가능, 남/녀 화장실 구분, 무선 인터넷, 예약",방문자 리뷰 19,,송파구,송파역,별점 4.54,"2-3인 - 1시간 5,000원, 1-2인 - 1시간 3,000원, 4-7인 - 1시간 8,000원"
모순도순 워크룸,서울 송파구 가락로23길 16 1층 1호,석촌역 3번출구에서 513m,0507-1419-8247,가격정보 없음,https://www.mosoondosoon.work,주차,방문자 리뷰 1,블로그 리뷰 1,송파구,석촌역,,가격정보 없음
르하임스터디카페 송파점,서울 송파구 가락로 209 사이언스빌딩 3층,송파나루역 4번출구에서 515m,0507-1334-7115,"[기간권] 자유석 2주95,000원[기간권] 자유석 4주150,000원[기간권] 자유석 8주290,000원[기간권] 자유석 12주420,000원[기간권] 지정석 4주190,000원[정액권] 50시간(180일)80,000원[정액권] 100시간(180일)140,000원[정액권] 200시간(365일)260,000원[당일권] 4시간7,000원[당일권] 6시간8,000원",http://pf.kakao.com/_xnydHj,"단체 이용 가능, 무선 인터넷, 남/녀 화장실 구분, 주차, 예약",방문자 리뷰 357,블로그 리뷰 67,송파구,송파나루역,별점 4.8,가격정보 없음
업스터디룸,서울 송파구 위례성대로18길 31-14 5층,방이역 4번출구에서 70m,0507-1413-7076,가격정보 없음,https://s.solo.pickko.net/CJPkUiZFGJewlWawjkOYj,"단체 이용 가능, 예약, 무선 인터넷, 대기공간",,,송파구,방이역,,가격정보 없음
로고스스터디룸,서울 송파구 백제고분로27길 40 지하1층,석촌고분역 1번출구에서 651m,0507-1415-2455,"스터디룸1 (1시간)15,000원스터디룸1 (2시간)30,000원스터디룸1 (3시간)45,000원스터디룸1 (4시간)60,000원스터디룸2 (1시간)18,000원스터디룸2 (2시간)36,000원스터디룸2 (3시간)54,000원스터디룸2 (4시간)72,000원스터디룸3 (1시간)20,000원스터디룸3 (2시간)40,000원",URL정보 없음,"주차, 무선 인터넷, 단체 이용 가능",방문자 리뷰 3,,송파구,석촌고분역,,"스터디룸1 - 1시간 15,000원, 스터디룸1 - 2시간 30,000원, 스터디룸1 - 3시간 45,000원, 스터디룸1 - 4시간 60,000원, 스터디룸2 - 1시간 18,000원, 스터디룸2 - 2시간 36,000원, 스터디룸2 - 3시간 54,000원, 스터"
토즈스터디센터 가락1센터,서울 송파구 오금로36길 64 3~4층,경찰병원역 1번출구에서 541m,02-409-0982,"1개월/일반석180,000원1개월/독립석(성인)220,000원1일14,000원5일_1개월내사용65,000원10일_1개월내사용120,000원15일_2개월내사용165,000원20일_2개월내사용200,000원50일_5개월내사용450,000원100일_10개월내사용800,000원1주77,000원",https://blog.naver.com/tozkarak1,"예약, 주차, 무선 인터넷, 남/녀 화장실 구분",방문자 리뷰 20,블로그 리뷰 43,송파구,경찰병원역,,가격정보 없음
